SPI,meta_ROI_from,meta_ROI_to,value,Data_Type,Noise,sim_num,sim_context
bary-sq_euclidean_max,V1_V2,Category_Selective,4.267192734283366,Raw,0.7,0,IIT_stim_off
bary-sq_euclidean_max,Category_Selective,V1_V2,4.267192734283366,Raw,0.7,0,IIT_stim_off
bary-sq_euclidean_max_time,V1_V2,Category_Selective,166.0,Raw,0.7,0,IIT_stim_off
bary-sq_euclidean_max_time,Category_Selective,V1_V2,166.0,Raw,0.7,0,IIT_stim_off
bary-sq_euclidean_max,V1_V2,Category_Selective,4.267192734283366,Abs,0.7,0,IIT_stim_off
bary-sq_euclidean_max,Category_Selective,V1_V2,4.267192734283366,Abs,0.7,0,IIT_stim_off
bary-sq_euclidean_max_time,V1_V2,Category_Selective,166.0,Abs,0.7,0,IIT_stim_off
bary-sq_euclidean_max_time,Category_Selective,V1_V2,166.0,Abs,0.7,0,IIT_stim_off
bary-sq_euclidean_max,V1_V2,Category_Selective,5.315974042690821,Raw,0.7,1,IIT_stim_off
bary-sq_euclidean_max,Category_Selective,V1_V2,5.315974042690821,Raw,0.7,1,IIT_stim_off
bary-sq_euclidean_max_time,V1_V2,Category_Selective,29.0,Raw,0.7,1,IIT_stim_off
bary-sq_euclidean_max_time,Category_Selective,V1_V2,29.0,Raw,0.7,1,IIT_stim_off
bary-sq_euclidean_max,V1_V2,Category_Selective,5.315974042690821,Abs,0.7,1,IIT_stim_off
bary-sq_euclidean_max,Category_Selective,V1_V2,5.315974042690821,Abs,0.7,1,IIT_stim_off
bary-sq_euclidean_max_time,V1_V2,Category_Selective,29.0,Abs,0.7,1,IIT_stim_off
bary-sq_euclidean_max_time,Category_Selective,V1_V2,29.0,Abs,0.7,1,IIT_stim_off
bary-sq_euclidean_max,V1_V2,Category_Selective,3.616457590665642,Raw,0.7,2,IIT_stim_off
bary-sq_euclidean_max,Category_Selective,V1_V2,3.616457590665642,Raw,0.7,2,IIT_stim_off
bary-sq_euclidean_max_time,V1_V2,Category_Selective,4.0,Raw,0.7,2,IIT_stim_off
bary-sq_euclidean_max_time,Category_Selective,V1_V2,4.0,Raw,0.7,2,IIT_stim_off
bary-sq_euclidean_max,V1_V2,Category_Selective,3.616457590665642,Abs,0.7,2,IIT_stim_off
bary-sq_euclidean_max,Category_Selective,V1_V2,3.616457590665642,Abs,0.7,2,IIT_stim_off
