stimulus_type,relevance_type,duration,times,Category_Selective,IPS,Prefrontal_Cortex,V1_V2
False,Relevant target,1000ms,1.2,0.027332045359662053,-0.006582384553785567,-0.016679586745681253,-0.039297052493014815
False,Relevant target,1000ms,1.201,0.017893316508099392,-0.038673695227693296,-0.01938660710397366,-0.04557222444283319
False,Relevant target,1000ms,1.202,0.019145244392483843,-0.07616021011245466,-0.009907840989496633,-0.038375140154967936
False,Relevant target,1000ms,1.203,0.041080582891910605,-0.09729819727320527,-0.0186030832167303,-0.020636418428027332
False,Relevant target,1000ms,1.204,0.009973880480937324,-0.07223694223686535,-0.03519842652504367,-0.023744897740528657
False,Relevant target,1000ms,1.205,-0.025302787061436693,-0.05345023357472332,-0.009411394827532343,-0.045980966942709756
False,Relevant target,1000ms,1.206,-0.03126434293601469,-0.051472592329057314,0.0015211839504000741,-0.03702209565162655
False,Relevant target,1000ms,1.207,-0.03431999084348913,-0.05546930839291819,-0.02015888870441045,-0.029208879197719074
False,Relevant target,1000ms,1.208,0.01658790841747682,-0.056566467123648,-0.0033470920500666434,-0.04426131963188303
False,Relevant target,1000ms,1.209,0.043677895028590374,-0.0728519244931179,0.008253702577481523,-0.048886172605126364
False,Relevant target,1000ms,1.21,0.02779428860242956,-0.06850050659659719,0.006771640875248258,-0.041502810875797956
False,Relevant target,1000ms,1.211,0.00895451255458045,-0.06633103229201213,0.015647209749779793,-0.03417143138984979
False,Relevant target,1000ms,1.212,0.05366655510136789,-0.06518990975282812,0.009389538370866332,-0.05199217420096112
False,Relevant target,1000ms,1.213,0.06768588971344953,-0.026283121030496456,-0.015397988282971025,-0.057493304245921535
False,Relevant target,1000ms,1.214,0.014504893928251154,-0.010223879016853144,-0.0019489276559012184,-0.05331453653816964
False,Relevant target,1000ms,1.215,0.028276722345088948,-0.04977570952447901,0.0006032591968449501,-0.06274313918248453
False,Relevant target,1000ms,1.216,0.06438096694829208,-0.06480981382051217,-0.015206172164686874,-0.05298181819866143
False,Relevant target,1000ms,1.217,0.093015587555335,-0.03689401390266986,-0.003540672817238022,-0.04771668653979347
False,Relevant target,1000ms,1.218,0.08773758114021389,-0.021398482268612715,0.006324099754678868,-0.05730817412421666
False,Relevant target,1000ms,1.219,0.08029615612549958,-0.027824845756239877,-0.01268447708788687,-0.05492866165503058
False,Relevant target,1000ms,1.22,0.09163076018229022,-0.012935759775621933,-0.016859407938717166,-0.05662657247344394
False,Relevant target,1000ms,1.221,0.022010174412758057,0.009906102321956113,-0.013579105961137624,-0.04295975403813363
False,Relevant target,1000ms,1.222,0.003250743909262495,0.007720190348476533,-0.017642488671114984,-0.03631400766932016
False,Relevant target,1000ms,1.223,0.06540868429880951,-0.016674590910306607,-0.016612755297476436,-0.05646051876906435
False,Relevant target,1000ms,1.224,0.09131494741255845,-0.03443393321661055,-0.0058556293068093,-0.06550605759736038
False,Relevant target,1000ms,1.225,0.07716870491462667,-0.014205085041209474,0.002635443658779243,-0.05296212843406228
False,Relevant target,1000ms,1.226,0.05418460776011536,0.02275674565894122,0.011480064850093117,-0.04118208308254818
False,Relevant target,1000ms,1.227,0.04480641709570148,0.037978015313046225,-0.006923076415689749,-0.0339888157785029
False,Relevant target,1000ms,1.228,0.09673776185275468,0.0048042871968448815,-0.02618522490298109,-0.053397379846332395
False,Relevant target,1000ms,1.229,0.09264239352571668,0.013995410908962476,-0.012020625589053641,-0.0662311622545144
False,Relevant target,1000ms,1.23,0.06617468025451252,0.03653224532772383,0.013490411958530625,-0.050180398352669735
False,Relevant target,1000ms,1.231,0.08821573801949086,0.02030507114421834,-0.00030195860635352513,-0.014518414527468082
False,Relevant target,1000ms,1.232,0.08667799520816244,-0.004934363952586266,0.004927323931484599,-0.009734718634702719
False,Relevant target,1000ms,1.233,0.0638782564209595,0.01080942784266035,0.014356460294220557,-0.0253486144393683
False,Relevant target,1000ms,1.234,0.0402192233419636,0.08612777104387516,-0.0026265135436882732,-0.03855897225977498
False,Relevant target,1000ms,1.235,0.031744654940903214,0.09101264330537669,-0.011224291961971526,-0.03389453158856966
False,Relevant target,1000ms,1.236,0.05168443774191222,0.023558339978837176,-0.021551133823329776,-0.03178915529694486
False,Relevant target,1000ms,1.237,0.08998069598861969,0.04522009428977403,-0.04240861433194163,-0.024554623787757815
False,Relevant target,1000ms,1.238,0.13461299375288208,0.04685633803551692,-0.04700068654758107,-0.021561368220618177
False,Relevant target,1000ms,1.239,0.09185985951502666,0.024344295952086342,-0.018388419672023176,-0.005556421543276351
False,Relevant target,1000ms,1.24,0.04773258536110191,0.052859183917396184,-0.0018210959501059824,-0.006291725218013481
False,Relevant target,1000ms,1.241,0.04172938216944761,0.03891514862708883,-0.0037127655927475067,-0.03322660671614195
False,Relevant target,1000ms,1.242,0.046218306661368,0.02491050776661341,0.012503781807326156,-0.030555148543690822
False,Relevant target,1000ms,1.243,0.0438489908681742,0.04834750910399546,0.0024947009389274005,-0.010571372075934801
False,Relevant target,1000ms,1.244,0.04659434445941829,0.0389680555741565,-0.009473745015952958,-0.011668443435068059
False,Relevant target,1000ms,1.245,0.09235869566055975,0.035215929021213635,0.005475854981862375,-0.017862798581805717
False,Relevant target,1000ms,1.246,0.09986527965026164,0.06421059961126754,0.0008650946576908731,-0.025476701410006002
False,Relevant target,1000ms,1.247,0.05528061816421548,0.07153355029715794,-0.013283392497543624,-0.03468417080098891
False,Relevant target,1000ms,1.248,0.059930076511893055,0.05346374948155866,-0.0034753215345768498,-0.02581745127851645
False,Relevant target,1000ms,1.249,0.03771069598096501,0.016071189152647773,-0.010083155424193357,-0.011238602385137674
False,Relevant target,1000ms,1.25,0.009855848122977533,-0.01077028974798859,0.005770048623228058,-0.009120943604424623
False,Relevant target,1000ms,1.251,0.06033087903056172,0.022078324795663646,0.033015440201732145,-0.015519945044308224
False,Relevant target,1000ms,1.252,0.05707275726434402,0.018111520569665033,0.00911242192107835,-0.020187597135414823
False,Relevant target,1000ms,1.253,0.01163277990591457,-0.009998638839335654,-0.013082294425979699,-0.010428574123783875
False,Relevant target,1000ms,1.254,0.022342826162318464,-0.04644044038252953,-0.029265482985316883,0.002104741483713366
False,Relevant target,1000ms,1.255,0.04792720944913038,-0.019762957550949003,-0.009402700208280565,0.0018935122050367174
False,Relevant target,1000ms,1.256,0.06811208120360308,0.018857381384125526,-0.01199875693704866,-0.017777083975120168
False,Relevant target,1000ms,1.257,0.09843969616427896,-0.001265993795351687,-0.036619964687997615,-0.04573977817165383
False,Relevant target,1000ms,1.258,0.10794942136552342,-0.032632609176486416,-0.021576844190727352,-0.024494018582148742
False,Relevant target,1000ms,1.259,0.059257758672723454,0.007292920373303775,-0.020818759749962557,-0.015741274034286008
False,Relevant target,1000ms,1.26,0.011934298894285185,0.028081739667968456,-0.05386831309881616,-0.039591272726064025
False,Relevant target,1000ms,1.261,0.060533916929612575,-0.04388608423934473,-0.037280299098682544,-0.0643957313559511
False,Relevant target,1000ms,1.262,0.0859696611210365,-0.07557560612188848,-0.027761341816766816,-0.07552190997810158
False,Relevant target,1000ms,1.263,0.09304305550068225,-0.03976751151111064,-0.04940254362251296,-0.07494200285455412
False,Relevant target,1000ms,1.264,0.10172351285934665,-0.04475032272740073,-0.03301670405640724,-0.04482884072080823
False,Relevant target,1000ms,1.265,0.10467575975579534,-0.052373843141207,-0.012186319723296308,-0.03052222030975438
False,Relevant target,1000ms,1.266,0.08099718899861938,-0.03228503327767674,-0.018292651904331842,-0.014442911764299293
False,Relevant target,1000ms,1.267,0.06532967698808463,-0.029658702492839455,-0.029209024303343642,-0.003395409860818466
False,Relevant target,1000ms,1.268,0.033791871807406476,-0.041158332471776755,-0.03615305957224152,-0.016198909762641326
False,Relevant target,1000ms,1.269,-0.034730226101436,-0.02370266730408421,-0.026021679078319832,-0.007215198898315924
False,Relevant target,1000ms,1.27,-0.06689135190661026,-0.03348620146416493,-0.007499607430299891,0.009354117867779508
False,Relevant target,1000ms,1.271,-0.05337172660920173,-0.0383557627587754,-0.00047647460875391523,-0.011479325161981658
False,Relevant target,1000ms,1.272,-0.05296162949800728,-0.017477607338226557,-0.016652299020445672,-0.038278594132575845
False,Relevant target,1000ms,1.273,-0.02252723155464457,-0.015393531275749982,-0.016673164991265626,-0.030230585741593357
False,Relevant target,1000ms,1.274,0.030979812098253817,-0.02781431686651992,-0.027609223386968067,-0.01627083666302975
False,Relevant target,1000ms,1.275,0.008601503736273278,-0.04413913019088827,-0.01837362326112478,-0.02622357607776836
False,Relevant target,1000ms,1.276,-0.03696696250383324,-0.026763464199510475,0.0012625459437673179,-0.02070628366522824
False,Relevant target,1000ms,1.277,-0.018464094375079017,-0.016190899061137007,-0.026790751002253987,-0.044696490490336506
False,Relevant target,1000ms,1.278,0.02997482964441849,-0.02625269750997734,-0.04097502173958278,-0.06673694894703776
False,Relevant target,1000ms,1.279,0.04809790312165632,-0.023268968952672612,-0.0522832587131609,-0.04260342777747983
False,Relevant target,1000ms,1.28,0.024669144653210753,-0.0037962421094093965,-0.02533033019064453,-0.03002520058422095
False,Relevant target,1000ms,1.281,0.005410486189264741,-0.0005028877972752683,-0.006064949135192524,-0.05515128526058288
False,Relevant target,1000ms,1.282,-0.020920384690286533,-0.01466397839229779,-0.01644084123988995,-0.054981762740301816
False,Relevant target,1000ms,1.283,-0.03743085681825642,-0.034949609205271834,-0.04240276751418961,-0.03309148154074781
False,Relevant target,1000ms,1.284,-0.024992143228121627,-0.07755188631292527,-0.03537570638446826,-0.027266643848039996
False,Relevant target,1000ms,1.285,0.019927317410806375,-0.04763804899783896,-0.027171616558675383,-0.042279902459627317
False,Relevant target,1000ms,1.286,-0.004875751910163105,-0.03727959494498787,-0.02949365179755342,-0.034381010745299825
False,Relevant target,1000ms,1.287,-0.022937023874918843,-0.048376754192452166,-0.024133069985121793,-0.03306073750554214
False,Relevant target,1000ms,1.288,-0.02795037569959896,-0.04228078468443644,-0.026229357070569503,-0.031223748328761944
False,Relevant target,1000ms,1.289,-0.036812081494263696,-0.056906629823432774,-0.015842118186682328,-0.023716693536384687
False,Relevant target,1000ms,1.29,-0.035862509855607516,-0.052558150179222524,-0.02578512494567223,-0.02209110942270474
False,Relevant target,1000ms,1.291,0.0015366629609740764,-0.036988458939333495,-0.02939227128503071,-0.021482339831685307
False,Relevant target,1000ms,1.292,0.02326532139851396,-0.03713552664526313,-0.028458951624132114,-0.022363318640906443
False,Relevant target,1000ms,1.293,0.03568788639317334,-0.010203775348893907,-0.044021241886665896,-0.030245111892125993
False,Relevant target,1000ms,1.294,0.037579711643156426,0.0028787300114420642,-0.027781899591314732,-0.03349827034083603
False,Relevant target,1000ms,1.295,-0.003012024984873482,-0.027099558465347843,-0.03461882816105853,-0.027715879491723466
False,Relevant target,1000ms,1.296,-0.025823944708689806,-0.04454829086112727,-0.05439496443933117,-0.019064944348696645
False,Relevant target,1000ms,1.297,0.008538309391142617,-0.039503768554381466,-0.047368300246849925,-0.03771298321967438
False,Relevant target,1000ms,1.298,0.015227278204658773,-0.014142929105943376,-0.04234799004491583,-0.04114743831999689
False,Relevant target,1000ms,1.299,-0.0074596537843372515,-0.006665323455056302,-0.024748591392670757,-0.016294527735371933
False,Relevant target,1000ms,1.3,-0.02983072669439379,-0.04645845842116562,-0.03674294463547487,-0.010804177201642525
False,Relevant target,1000ms,1.301,-0.0525289503551093,-0.047494850833800055,-0.04570994419516836,-0.030813563761820113
False,Relevant target,1000ms,1.302,-0.016685091670299187,-0.018524733724062128,-0.015551840754256368,-0.04393198680386826
False,Relevant target,1000ms,1.303,0.03377607093036389,-0.00024283459403720074,-0.0012517944925720416,-0.03269299786692122
False,Relevant target,1000ms,1.304,0.01507667868740164,0.00030409549626585815,-0.008204468381100708,-0.029046644371348074
False,Relevant target,1000ms,1.305,-0.021994474830121177,-0.016153838530834384,-0.023785669786772292,-0.021009621128735
False,Relevant target,1000ms,1.306,-0.005980360051997334,-0.033522958279984465,-0.017459906553830815,-0.014951258734523083
False,Relevant target,1000ms,1.307,0.03421634383089099,-0.0392453148157922,0.003572092624251451,-0.01581493781703335
False,Relevant target,1000ms,1.308,0.011242398378508342,-0.025471903062871337,0.016869058395757558,-0.029618324400088533
False,Relevant target,1000ms,1.309,0.01554305597542241,-0.007147572669549866,-0.0065950994680972165,-0.04051813468494692
False,Relevant target,1000ms,1.31,0.007910393650212224,-0.006440110485555101,-0.012623436994387881,-0.021255722363665016
False,Relevant target,1000ms,1.311,0.029673643699463317,-0.03692553455714681,-9.216899463205767e-05,-0.010069788927295492
False,Relevant target,1000ms,1.312,0.06424404921601591,-0.05640240962698805,0.009399749836866008,-0.007025188787726069
False,Relevant target,1000ms,1.313,0.05143853890794931,-0.019711030970357365,-0.01364054551589986,-0.008254907547526233
False,Relevant target,1000ms,1.314,0.03946826023723887,-0.011460578017924744,-0.027275900095505567,-0.01780666008885144
False,Relevant target,1000ms,1.315,0.08589820144953697,-0.05133179681962561,-0.024540557936775623,-0.037951704181730536
False,Relevant target,1000ms,1.316,0.10826312784345112,-0.06349436754188824,-0.03687694006206361,-0.026818795433265968
False,Relevant target,1000ms,1.317,0.020807405490476383,-0.04465695756314706,-0.025077305284966492,-0.005804420942938724
False,Relevant target,1000ms,1.318,-0.007476893218829534,-0.019293560855199975,-0.021135464863492257,-0.0021766245254253827
False,Relevant target,1000ms,1.319,0.040478289324901856,-0.028594468173096684,-0.029902079126062558,0.0040861796306313515
False,Relevant target,1000ms,1.32,0.018489438442294965,-0.04190326136082837,-0.027503872165707766,-0.007693475873861898
False,Relevant target,1000ms,1.321,-0.017125331611037256,-0.0479780764926122,-0.030201796895728175,-0.023526844264658817
False,Relevant target,1000ms,1.322,0.03387662420619382,-0.04466407772532085,-0.01955775184373279,-0.031322279460489065
False,Relevant target,1000ms,1.323,0.05186089522628736,-0.05191837108053287,-0.0035284796703720415,-0.025383204310912292
False,Relevant target,1000ms,1.324,0.02638446529999448,-0.067694178861386,-0.02345965138611894,-0.022455663968976244
False,Relevant target,1000ms,1.325,0.01329321235994881,-0.04283032757891356,-0.031241225998110675,-0.013242460073648418
False,Relevant target,1000ms,1.326,-0.02035477019504661,-0.06199893597141301,-0.019609291700835158,-0.0076962545611257175
False,Relevant target,1000ms,1.327,-0.0186884249237499,-0.04906896989802678,-0.03604178843484454,-0.020759685656429026
False,Relevant target,1000ms,1.328,0.0504045522877688,-0.006673708412366616,-0.03373934935831505,-0.023662356781635127
False,Relevant target,1000ms,1.329,0.0889644369531431,-0.005463408333590657,-0.03044268741772846,-0.02805061347584159
False,Relevant target,1000ms,1.33,0.06590725599935988,-0.04524130551949556,-0.02570784405672508,-0.010500515316442943
False,Relevant target,1000ms,1.331,0.07643752220312539,-0.04794941086420867,-0.007064456154266201,-0.01989814767286791
False,Relevant target,1000ms,1.332,0.10702535538498048,-0.031872986664268556,0.005939811224313266,-0.06523169425744076
False,Relevant target,1000ms,1.333,0.06992460664699106,-0.025851634557310713,-0.0009646149175779351,-0.04634690669601935
False,Relevant target,1000ms,1.334,0.041739059314354295,-0.005792577442791401,-0.016618797626951596,-0.02695928793306671
False,Relevant target,1000ms,1.335,0.05998839767388591,0.03058188098042776,-0.02587591133348759,-0.04211752147681334
False,Relevant target,1000ms,1.336,0.01861579594255053,0.011005896439908977,-0.045043603046519665,-0.03319747928998933
False,Relevant target,1000ms,1.337,0.003338042193762938,-0.020263652449455542,-0.06209396654476504,-0.040653124535274074
False,Relevant target,1000ms,1.338,0.03842020043591549,-0.009783726300668125,-0.03801571115526451,-0.0398610801231358
False,Relevant target,1000ms,1.339,0.007026508047935698,-0.019076829680485925,-0.011241822735092208,-0.014682888712043084
False,Relevant target,1000ms,1.34,0.018911860331059887,-0.017721782704074783,-0.022202597859245263,-0.03082787295879855
False,Relevant target,1000ms,1.341,-0.0077860635353704565,0.007423189434098782,-0.02003236158175565,-0.04279471913039124
False,Relevant target,1000ms,1.342,-0.06818068781871324,0.03196969757760184,-0.019384678040172243,-0.02299066356781952
False,Relevant target,1000ms,1.343,-0.006422735202288923,0.017282173137515025,-0.028625164154952656,-0.023412430757343883
False,Relevant target,1000ms,1.344,-0.016825978944909684,0.0043196796084356065,-0.02134281710498179,-0.030305725216072124
False,Relevant target,1000ms,1.345,-0.034869014308640166,0.022344106941033656,-0.02599855017408785,-0.03835736660556969
False,Relevant target,1000ms,1.346,-0.013314090166555605,0.015837609991430076,-0.04558161874421298,-0.016634941073339113
False,Relevant target,1000ms,1.347,-0.06745584426343187,0.007839098915083175,-0.03480900601925011,-0.009843540869333494
False,Relevant target,1000ms,1.348,-0.11485739999063758,-0.0005577265622063501,-0.021949331233886437,-0.025849968191056127
False,Relevant target,1000ms,1.349,-0.05741033512872107,-0.012502802870347898,-0.034994430631619035,-0.020039132587597232
False,Relevant target,1000ms,1.35,-0.021770671240555716,-0.00892272388022697,-0.02438308772176916,-0.008814255600452566
False,Relevant target,1000ms,1.351,0.015146603686417424,-0.002434980439283866,-0.004279926946844284,-0.029648976509257574
False,Relevant target,1000ms,1.352,0.08037665727427114,-0.012905415581949067,-0.011610512985212885,-0.044702700545182335
False,Relevant target,1000ms,1.353,0.075373449939208,-0.017261272284847293,-0.026341730957309975,-0.03044809579835245
False,Relevant target,1000ms,1.354,-0.00193364406749768,0.006983429758230404,-0.021279020894910215,-0.022842383834324683
False,Relevant target,1000ms,1.355,-0.03671527730457016,0.013641011441818287,0.0070398400542864,-0.01646893639533628
False,Relevant target,1000ms,1.356,0.005629853748051398,0.018812118634421355,0.0011430415939506498,-0.021695649107089026
False,Relevant target,1000ms,1.357,0.01165174423155317,0.008403537443173239,-0.012675903151620217,-0.04690824774100791
False,Relevant target,1000ms,1.358,-0.04318081805030801,0.003769992244627488,-0.020239759659143215,-0.03447252734326329
False,Relevant target,1000ms,1.359,-0.040462026701716,0.017245227184389297,-0.018028028308781165,-0.024047673720566057
False,Relevant target,1000ms,1.36,-0.02363114901537013,0.0263883740570215,-0.023041655193066918,-0.028187506065828805
False,Relevant target,1000ms,1.361,-0.04697282626221306,0.027097630411433034,-0.02589203111236586,-0.024461386187848266
False,Relevant target,1000ms,1.362,-0.0602617645507258,7.01057146252389e-05,-0.008825071786431883,-0.031814637424381675
False,Relevant target,1000ms,1.363,-0.04150540185434154,-0.014009276399946839,-0.02770971512061736,-0.026246107699182748
False,Relevant target,1000ms,1.364,0.007141655366703259,-0.012257207011263876,-0.025955255234682992,-0.031676194085259825
False,Relevant target,1000ms,1.365,0.025052588470952996,-0.034622846410857916,-0.0031605012626503906,-0.05180298323056853
False,Relevant target,1000ms,1.366,-0.02915300633988391,-0.016846619393675454,-0.023908568855595624,-0.051374670955731234
False,Relevant target,1000ms,1.367,-0.0297475770971086,0.02568066601541784,-0.06603356538927403,-0.028563862626151192
False,Relevant target,1000ms,1.368,0.0331472163825075,0.001528671591426731,-0.052393980064983275,-0.0456320078335683
False,Relevant target,1000ms,1.369,-0.006014720427327713,-0.05005531349643213,-0.03841157475402621,-0.07565139602980299
False,Relevant target,1000ms,1.37,-0.02257877404089766,-0.02293748934681013,-0.01966133750444496,-0.05984860296052131
False,Relevant target,1000ms,1.371,0.032949653478497036,0.007010483835557143,-0.019488542415957315,-0.02415543576911264
False,Relevant target,1000ms,1.372,0.06627303065896188,0.013284313134058333,-0.032465276595572856,-0.03502280721354174
False,Relevant target,1000ms,1.373,0.014461369472470767,-0.0019005122331039901,-0.013390429080481351,-0.05277919216232783
False,Relevant target,1000ms,1.374,0.005735041174063485,-0.00761517737984486,-0.0012036248782664237,-0.053106152941916764
False,Relevant target,1000ms,1.375,0.08184073369172708,-0.019081661052957336,-0.01440612731823744,-0.07199252360907987
False,Relevant target,1000ms,1.376,0.1265558221557068,-0.025191993487042205,-0.005973350541730791,-0.07441559937932443
False,Relevant target,1000ms,1.377,0.05366483286414341,-0.007303977825428382,-0.017281069384704816,-0.04034789340556483
False,Relevant target,1000ms,1.378,-0.03504188981558796,0.03189510755460983,-0.04919051316894641,-0.02720020966260366
False,Relevant target,1000ms,1.379,-0.002943152159411993,0.008522645323055382,-0.027554445196311565,-0.020632164506648707
False,Relevant target,1000ms,1.38,0.05445309127836457,-0.03455035125013958,-0.024352567107577727,-0.032636211067306825
False,Relevant target,1000ms,1.381,0.009641811065442348,-0.05921719310527643,-0.024780554857874632,-0.03542710882975864
False,Relevant target,1000ms,1.382,-0.04470751932755132,-0.06887342152139841,-0.0032065074701864726,-0.0027455612497783396
False,Relevant target,1000ms,1.383,0.00800001283017474,-0.059280309911065275,0.00505084588927511,-0.002503352835318944
False,Relevant target,1000ms,1.384,0.0717869905513716,-0.025313774499593395,-0.015447388847698732,-0.029472039829561075
False,Relevant target,1000ms,1.385,0.06637017051599002,-0.029021200928314488,-0.018174780242028427,-0.026484314034703655
False,Relevant target,1000ms,1.386,0.07540794155733631,-0.03665836843176654,0.0074260116560624576,-0.02152184110416799
False,Relevant target,1000ms,1.387,0.07339261924167427,-0.009492582154077174,-0.0007860806250320913,-0.03078176651463646
False,Relevant target,1000ms,1.388,0.04971204264732489,-0.011083478549003526,-0.026600961811280424,-0.029549276081295723
False,Relevant target,1000ms,1.389,0.07098277337569354,-0.037321715946681565,-0.040371319326091414,-0.02687962443601824
False,Relevant target,1000ms,1.39,0.0988610197406648,-0.05018794522390444,-0.011422873646508598,-0.03436513748711649
False,Relevant target,1000ms,1.391,0.05195542072529283,-0.060499905865379795,0.005435696923328375,-0.026011204482624253
False,Relevant target,1000ms,1.392,0.046163399821605666,-0.04123159910908924,-0.008962415915085507,-0.015654933244008185
False,Relevant target,1000ms,1.393,0.04168730604958406,-0.02671256093259641,-0.01791049200770885,-0.006005319341614717
False,Relevant target,1000ms,1.394,0.018328825522506226,-0.04553413308821217,-0.03474352672856855,0.0003510618649413763
False,Relevant target,1000ms,1.395,0.035999621949607936,-0.007839274144334664,-0.031584053861760365,0.00024772817772568314
False,Relevant target,1000ms,1.396,0.05974017620389538,0.008393471605962512,-0.009996696483612982,0.009458310841950701
False,Relevant target,1000ms,1.397,0.05845634204073352,-0.05974499013803707,-0.0105081001055012,0.013898510157010083
False,Relevant target,1000ms,1.398,0.04248096284023939,-0.0702161038704804,-0.0325039405750035,0.0124730200761687
False,Relevant target,1000ms,1.399,0.015326516201900753,-0.028406235390897025,-0.0208403530538591,0.012356586823135984
False,Relevant target,1000ms,1.4,0.020707888644254345,-0.0034258994462464253,-0.004352620076162783,0.030544121820645174
False,Relevant target,1000ms,1.401,0.06967621980968115,-0.004592409377344816,-0.007423219496527124,0.026643862990208877
False,Relevant target,1000ms,1.402,0.052672972822210645,-0.008609235954826594,-0.018390425925006827,0.005820272436868858
False,Relevant target,1000ms,1.403,-0.003020888948761879,-0.00913686859124014,-0.034118483219295156,0.023688323494700885
False,Relevant target,1000ms,1.404,-0.017061812121501176,-0.015338498585418041,-0.03322096092659115,0.049022730836341066
False,Relevant target,1000ms,1.405,-0.016395443660834366,-0.00867218365280177,-0.031291163031654926,0.039089453715295694
False,Relevant target,1000ms,1.406,0.02829593134336413,-0.010224479416517782,-0.010492803221784384,0.015471425091250867
False,Relevant target,1000ms,1.407,0.057505832891492775,-0.00861477594915012,-0.018764314231762502,0.0247610246326038
False,Relevant target,1000ms,1.408,0.04328589514513154,0.025845290176780705,-0.025742502496609726,0.027882413210386536
False,Relevant target,1000ms,1.409,0.08066907835376717,0.018084992806040753,-0.014648849736503275,-0.0070201097452597
False,Relevant target,1000ms,1.41,0.10312176534900735,-0.021335191610982223,-0.020804489701654938,-0.010654691789867998
False,Relevant target,1000ms,1.411,0.04144519551712258,-0.03590527160291249,-0.02852426566523758,0.01606159839539594
False,Relevant target,1000ms,1.412,0.010217867926052183,-0.01780211646480395,-0.021731786712265524,0.017386873310666916
False,Relevant target,1000ms,1.413,-0.026047587908559416,-0.010954174544095892,-0.025335642781738846,0.021298387687566606
False,Relevant target,1000ms,1.414,0.0018389461277895846,-0.004066188069187228,-0.024681179169387682,0.02143670028489242
False,Relevant target,1000ms,1.415,0.0444713370623386,0.0026198135204554863,-0.01777331078753724,0.011866002963337265
False,Relevant target,1000ms,1.416,0.01305922569102942,0.03460787841180031,-0.03054066132033191,0.011740556014218128
False,Relevant target,1000ms,1.417,0.01536745153697829,0.03440999287116496,-0.022876726885519835,0.010581067625725025
False,Relevant target,1000ms,1.418,0.08950520150695483,0.01792551173402593,-0.018627505579998743,0.005054551163684051
False,Relevant target,1000ms,1.419,0.05548736132656545,0.018628178699270418,-0.007815606763224708,0.012610399935905866
False,Relevant target,1000ms,1.42,-0.006150196358786782,0.040367531116822626,-0.006774397418340436,-0.005548641124927307
False,Relevant target,1000ms,1.421,0.001484184187343868,0.04405349449371649,-0.016845529030878284,-0.011802998761412067
False,Relevant target,1000ms,1.422,-0.009025402374304306,0.038435013524409,-0.027285191066524883,0.012318615601823207
False,Relevant target,1000ms,1.423,0.007107850908977041,0.045860551948520734,-0.005484218224962857,0.019645904356716443
False,Relevant target,1000ms,1.424,0.04274811632271847,0.027472281507853167,0.02543236131648025,0.0023559374939201767
False,Relevant target,1000ms,1.425,0.028582554277332087,0.02676810327260774,0.003493129260416325,0.0001940638284379098
False,Relevant target,1000ms,1.426,0.04070912303399741,0.04296942898093864,-0.03445814076728333,0.014356375199147668
False,Relevant target,1000ms,1.427,0.07018712431583889,0.020835472983078387,-0.020054488409994794,0.003684705710036292
False,Relevant target,1000ms,1.428,0.06836124538394008,0.052366165289596804,-0.008150473098945133,-0.0194816585252687
False,Relevant target,1000ms,1.429,0.056366065971909796,0.07230567302221504,-0.01913365698758001,-0.012828575297891323
False,Relevant target,1000ms,1.43,0.041187307746399095,0.008604188060001282,-0.018323831712709474,-0.0011354400112537917
False,Relevant target,1000ms,1.431,0.04311068554267746,-0.02294780286453695,-0.025638238938470084,0.015621445157835673
False,Relevant target,1000ms,1.432,0.036818641035475504,0.007173950376418099,-0.016257945124060414,0.013404679129252306
False,Relevant target,1000ms,1.433,0.04426037662182663,0.007607154566098,0.001833214236063592,-0.0041613268899643495
False,Relevant target,1000ms,1.434,0.03237173091709627,-0.0058467335645319,-0.008997822521607959,0.0006032581324262517
False,Relevant target,1000ms,1.435,0.01400333640543863,-0.04383088660396877,-0.020943730827298574,0.0035242168740238916
False,Relevant target,1000ms,1.436,0.02301439757497606,-0.11060173573023462,-0.002289060960609566,0.020539043216524045
False,Relevant target,1000ms,1.437,0.019090233907107894,-0.06911566090619685,0.012734790074716841,0.015961938781320198
False,Relevant target,1000ms,1.438,0.0006716587942971567,-0.042369571257583415,-0.019678658700340183,0.00824623775009086
False,Relevant target,1000ms,1.439,0.021638300385830898,-0.019977643032931064,-0.03678894530763104,0.019648833347725197
False,Relevant target,1000ms,1.44,0.044601258496322405,0.015456002633602394,-0.029400530936008435,0.022099713114796218
False,Relevant target,1000ms,1.441,0.024799099009590823,-0.04156520850269515,-0.009915847622298727,0.0034743035869284618
False,Relevant target,1000ms,1.442,-0.007152593870590505,-0.06875908552322492,-0.0031504300759262,0.011844103223153983
False,Relevant target,1000ms,1.443,0.025591787037543067,-0.020348562339120448,-0.014368673375538982,0.032024222711971355
False,Relevant target,1000ms,1.444,0.05616627980284166,0.008196000352417186,-0.0007063370249949403,0.02137820040223705
False,Relevant target,1000ms,1.445,0.025069152401113903,0.0029877307215179457,-0.0050643054889759585,0.034369224173159636
False,Relevant target,1000ms,1.446,0.02338479035038375,-0.02761043299463534,-0.024139434821618594,0.03879803078494452
False,Relevant target,1000ms,1.447,0.010667021428801183,-0.026662046194581356,-0.021594170557835402,0.018484257829607727
False,Relevant target,1000ms,1.448,-0.01574274074045394,0.010917977045644817,-0.026233647708879034,0.0274246697076453
False,Relevant target,1000ms,1.449,-0.0030930701769039948,0.004291762187025393,-0.017575699919570156,0.024452486992124683
