SPI,meta_ROI_from,meta_ROI_to,value,Data_Type,Noise,sim_num,sim_context
bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,4.2618530311573055,Raw,0.9,0,GNWT_stim_off
bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,4.2618530311573055,Raw,0.9,0,GNWT_stim_off
bary-sq_euclidean_max_time,Prefrontal_Cortex,Category_Selective,64.0,Raw,0.9,0,GNWT_stim_off
bary-sq_euclidean_max_time,Category_Selective,Prefrontal_Cortex,64.0,Raw,0.9,0,GNWT_stim_off
bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,5.505660118001123,Abs,0.9,0,GNWT_stim_off
bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,5.505660118001123,Abs,0.9,0,GNWT_stim_off
bary-sq_euclidean_max_time,Prefrontal_Cortex,Category_Selective,887.0,Abs,0.9,0,GNWT_stim_off
bary-sq_euclidean_max_time,Category_Selective,Prefrontal_Cortex,887.0,Abs,0.9,0,GNWT_stim_off
bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,5.149579367098033,Raw,0.9,1,GNWT_stim_off
bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,5.149579367098033,Raw,0.9,1,GNWT_stim_off
bary-sq_euclidean_max_time,Prefrontal_Cortex,Category_Selective,18.0,Raw,0.9,1,GNWT_stim_off
bary-sq_euclidean_max_time,Category_Selective,Prefrontal_Cortex,18.0,Raw,0.9,1,GNWT_stim_off
bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,5.149579367098033,Abs,0.9,1,GNWT_stim_off
bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,5.149579367098033,Abs,0.9,1,GNWT_stim_off
bary-sq_euclidean_max_time,Prefrontal_Cortex,Category_Selective,18.0,Abs,0.9,1,GNWT_stim_off
bary-sq_euclidean_max_time,Category_Selective,Prefrontal_Cortex,18.0,Abs,0.9,1,GNWT_stim_off
bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,6.403945037572373,Raw,0.9,2,GNWT_stim_off
bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,6.403945037572373,Raw,0.9,2,GNWT_stim_off
bary-sq_euclidean_max_time,Prefrontal_Cortex,Category_Selective,504.0,Raw,0.9,2,GNWT_stim_off
bary-sq_euclidean_max_time,Category_Selective,Prefrontal_Cortex,504.0,Raw,0.9,2,GNWT_stim_off
bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,6.403945037572373,Abs,0.9,2,GNWT_stim_off
bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,6.403945037572373,Abs,0.9,2,GNWT_stim_off
bary-sq_euclidean_max_time,Prefrontal_Cortex,Category_Selective,504.0,Abs,0.9,2,GNWT_stim_off
bary-sq_euclidean_max_time,Category_Selective,Prefrontal_Cortex,504.0,Abs,0.9,2,GNWT_stim_off
bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,5.248808476084877,Raw,0.9,3,GNWT_stim_off
bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,5.248808476084877,Raw,0.9,3,GNWT_stim_off
bary-sq_euclidean_max_time,Prefrontal_Cortex,Category_Selective,935.0,Raw,0.9,3,GNWT_stim_off
bary-sq_euclidean_max_time,Category_Selective,Prefrontal_Cortex,935.0,Raw,0.9,3,GNWT_stim_off
bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,6.647210656057956,Abs,0.9,3,GNWT_stim_off
bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,6.647210656057956,Abs,0.9,3,GNWT_stim_off
bary-sq_euclidean_max_time,Prefrontal_Cortex,Category_Selective,236.0,Abs,0.9,3,GNWT_stim_off
bary-sq_euclidean_max_time,Category_Selective,Prefrontal_Cortex,236.0,Abs,0.9,3,GNWT_stim_off
bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,4.34983550973839,Raw,0.9,4,GNWT_stim_off
bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,4.34983550973839,Raw,0.9,4,GNWT_stim_off
bary-sq_euclidean_max_time,Prefrontal_Cortex,Category_Selective,887.0,Raw,0.9,4,GNWT_stim_off
bary-sq_euclidean_max_time,Category_Selective,Prefrontal_Cortex,887.0,Raw,0.9,4,GNWT_stim_off
bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,5.214298597857184,Abs,0.9,4,GNWT_stim_off
