Presentation,Barycenter_Type,Mean,Max,Max_Time,Subject,Region,Relevance,Stimulus,Barycenter_Method
Onset,Original,-3.407197933714766e-16,1.8828537041285325,561,sub-CA109,CS_PFC,Irrelevant,False,euclidean
Offset,Original,-3.0908609005564356e-16,2.409146590755131,280,sub-CA109,CS_PFC,Irrelevant,False,euclidean
Onset,Squared,0.49464502771692925,4.2680192447875624,243,sub-CA109,CS_PFC,Irrelevant,False,euclidean
Offset,Squared,0.5290552736921019,5.842394417627743,544,sub-CA109,CS_PFC,Irrelevant,False,euclidean
Onset,Original,-8.517994834286915e-17,2.0221910930741993,561,sub-CA109,CS_PFC_abs,Irrelevant,False,euclidean
Offset,Original,7.105427357601002e-18,2.707177548865841,280,sub-CA109,CS_PFC_abs,Irrelevant,False,euclidean
Onset,Squared,0.4269481905343935,4.089256816908625,561,sub-CA109,CS_PFC_abs,Irrelevant,False,euclidean
Offset,Squared,0.5451966673839388,7.328810281083262,280,sub-CA109,CS_PFC_abs,Irrelevant,False,euclidean
Onset,Original,-2.342448579428902e-16,1.4368210755422197,186,sub-CA109,CS_VIS,Irrelevant,False,euclidean
Offset,Original,-2.3092638912203257e-16,1.806976844832242,312,sub-CA109,CS_VIS,Irrelevant,False,euclidean
Onset,Squared,0.22296658131395472,3.2504362988232605,249,sub-CA109,CS_VIS,Irrelevant,False,euclidean
Offset,Squared,0.3768436146602647,3.8101883346366994,467,sub-CA109,CS_VIS,Irrelevant,False,euclidean
Onset,Original,-5.394730061715046e-16,2.38107433260173,413,sub-CA109,CS_VIS_abs,Irrelevant,False,euclidean
Offset,Original,4.263256414560601e-17,2.4981434185839784,766,sub-CA109,CS_VIS_abs,Irrelevant,False,euclidean
Onset,Squared,0.595702389751321,5.669514977374774,413,sub-CA109,CS_VIS_abs,Irrelevant,False,euclidean
Offset,Squared,0.5040087413215811,6.240720539814446,766,sub-CA109,CS_VIS_abs,Irrelevant,False,euclidean
Onset,Original,0.021459202973534257,2.4442902326877016,620,sub-CA109,CS_PFC,Irrelevant,False,dtw
Offset,Original,0.0050962274473647685,2.5968471196794907,280,sub-CA109,CS_PFC,Irrelevant,False,dtw
Onset,Squared,0.5617249890651292,6.270264523853575,244,sub-CA109,CS_PFC,Irrelevant,False,dtw
Offset,Squared,0.6342676684947035,6.7436149629876665,280,sub-CA109,CS_PFC,Irrelevant,False,dtw
Onset,Original,0.0026475291617173223,2.9836539447174624,635,sub-CA109,CS_PFC_abs,Irrelevant,False,dtw
Offset,Original,0.025382775963409182,3.5828951498412516,878,sub-CA109,CS_PFC_abs,Irrelevant,False,dtw
Onset,Squared,0.5341823754316715,8.902190861828075,635,sub-CA109,CS_PFC_abs,Irrelevant,False,dtw
Offset,Squared,0.7095401945704324,12.837137654755965,878,sub-CA109,CS_PFC_abs,Irrelevant,False,dtw
