Presentation,Barycenter_Type,Mean,Max,Max_Time,Subject,Region,Relevance,Stimulus,Barycenter_Method
Onset,Original,-3.9040809657148365e-17,2.3355607857297724,850,sub-CA108,CS_PFC,Irrelevant,False,euclidean
Offset,Original,0.0,2.357715211493152,123,sub-CA108,CS_PFC,Irrelevant,False,euclidean
Onset,Squared,0.5987834204945724,9.107354694061495,26,sub-CA108,CS_PFC,Irrelevant,False,euclidean
Offset,Squared,0.5775167377900109,5.596290732647146,265,sub-CA108,CS_PFC,Irrelevant,False,euclidean
Onset,Original,-1.2422075800001752e-16,2.9132936209310554,619,sub-CA108,CS_PFC_abs,Irrelevant,False,euclidean
Offset,Original,-3.552713678800501e-18,2.567214775721523,123,sub-CA108,CS_PFC_abs,Irrelevant,False,euclidean
Onset,Squared,0.48478669616445086,8.487279721757579,619,sub-CA108,CS_PFC_abs,Irrelevant,False,euclidean
Offset,Squared,0.495068989716732,6.590591704682909,123,sub-CA108,CS_PFC_abs,Irrelevant,False,euclidean
Onset,Original,4.720388804000665e-16,2.0125973655011316,174,sub-CA108,CS_VIS,Irrelevant,False,euclidean
Offset,Original,2.842170943040401e-16,1.8796807492729117,639,sub-CA108,CS_VIS,Irrelevant,False,euclidean
Onset,Squared,0.2953355209199031,4.050548155622096,174,sub-CA108,CS_VIS,Irrelevant,False,euclidean
Offset,Squared,0.28401920967336797,4.380201586362364,547,sub-CA108,CS_VIS,Irrelevant,False,euclidean
Onset,Original,7.09832902857243e-18,2.6664975115193914,49,sub-CA108,CS_VIS_abs,Irrelevant,False,euclidean
Offset,Original,3.552713678800501e-17,2.4397704539615845,865,sub-CA108,CS_VIS_abs,Irrelevant,False,euclidean
Onset,Squared,0.44558102569777946,7.110208978939107,49,sub-CA108,CS_VIS_abs,Irrelevant,False,euclidean
Offset,Squared,0.5439077831463537,5.952479868023916,865,sub-CA108,CS_VIS_abs,Irrelevant,False,euclidean
Onset,Original,0.011856518672149303,2.5064806511489492,850,sub-CA108,CS_PFC,Irrelevant,False,dtw
Offset,Original,0.00013651295255698415,2.5948023170250023,123,sub-CA108,CS_PFC,Irrelevant,False,dtw
Onset,Squared,0.7004542097135678,10.540895495838264,619,sub-CA108,CS_PFC,Irrelevant,False,dtw
Offset,Squared,0.7067391300303878,7.0489535780203,265,sub-CA108,CS_PFC,Irrelevant,False,dtw
Onset,Original,0.00704829514941309,3.737155182349116,351,sub-CA108,CS_PFC_abs,Irrelevant,False,dtw
Offset,Original,0.04336782296097031,3.205655253662333,587,sub-CA108,CS_PFC_abs,Irrelevant,False,dtw
Onset,Squared,0.6464377578613618,13.966328856958853,351,sub-CA108,CS_PFC_abs,Irrelevant,False,dtw
Offset,Squared,0.6954895254874995,10.276225605332916,587,sub-CA108,CS_PFC_abs,Irrelevant,False,dtw
Onset,Original,-0.010192079857034323,2.627791315209244,174,sub-CA108,CS_VIS,Irrelevant,False,dtw
Offset,Original,0.003293888349163687,2.0537516335237047,830,sub-CA108,CS_VIS,Irrelevant,False,dtw
Onset,Squared,0.44975754956252073,6.905287196289128,174,sub-CA108,CS_VIS,Irrelevant,False,dtw
Offset,Squared,0.44982507410144246,6.781861217527661,264,sub-CA108,CS_VIS,Irrelevant,False,dtw
Onset,Original,0.005816262182229326,3.1921508386376187,351,sub-CA108,CS_VIS_abs,Irrelevant,False,dtw
Offset,Original,0.021472079022331912,2.8900574605538645,998,sub-CA108,CS_VIS_abs,Irrelevant,False,dtw
Onset,Squared,0.5936831010594468,10.189826976614853,351,sub-CA108,CS_VIS_abs,Irrelevant,False,dtw
Offset,Squared,0.6928218253266896,8.352432125303052,998,sub-CA108,CS_VIS_abs,Irrelevant,False,dtw
Onset,Original,-1.401919983143055e-16,2.2268740212087406,158,sub-CA108,CS_PFC,Relevant non-target,False,euclidean
