Presentation,Barycenter_Type,Mean,Max,Max_Time,Subject,Region,Relevance,Stimulus,Barycenter_Method
Onset,Original,-3.194248062857593e-16,1.993270509962926,89,sub-CA106,CS_PFC,Irrelevant,False,euclidean
Offset,Original,-8.348877145181177e-17,2.156865941158193,362,sub-CA106,CS_PFC,Irrelevant,False,euclidean
Onset,Squared,0.34840799800485034,5.086439505057983,56,sub-CA106,CS_PFC,Irrelevant,False,euclidean
Offset,Squared,0.4712105443595227,4.652070688128218,362,sub-CA106,CS_PFC,Irrelevant,False,euclidean
Onset,Original,0.0,2.881535606794593,357,sub-CA106,CS_PFC_abs,Irrelevant,False,euclidean
Offset,Original,1.4210854715202004e-17,3.204016872726112,659,sub-CA106,CS_PFC_abs,Irrelevant,False,euclidean
Onset,Squared,0.615919868733806,8.303247453225085,357,sub-CA106,CS_PFC_abs,Irrelevant,False,euclidean
Offset,Squared,0.491542354856252,10.265724120713614,659,sub-CA106,CS_PFC_abs,Irrelevant,False,euclidean
Onset,Original,-2.6263817405717987e-16,1.4204978951033609,527,sub-CA106,CS_VIS,Irrelevant,False,euclidean
Offset,Original,-2.842170943040401e-17,2.0391951473509975,201,sub-CA106,CS_VIS,Irrelevant,False,euclidean
Onset,Squared,0.18618664052259987,2.017814269993079,527,sub-CA106,CS_VIS,Irrelevant,False,euclidean
Offset,Squared,0.2947023313489407,4.158316848979856,201,sub-CA106,CS_VIS,Irrelevant,False,euclidean
Onset,Original,-1.2776992251430374e-16,2.891377788462276,546,sub-CA106,CS_VIS_abs,Irrelevant,False,euclidean
Offset,Original,7.105427357601002e-17,3.003786946337834,207,sub-CA106,CS_VIS_abs,Irrelevant,False,euclidean
Onset,Squared,0.7042447610522434,8.360065515613003,546,sub-CA106,CS_VIS_abs,Irrelevant,False,euclidean
Offset,Squared,0.5529890359174314,9.022736018989571,207,sub-CA106,CS_VIS_abs,Irrelevant,False,euclidean
