Presentation,Barycenter_Type,Mean,Max,Max_Time,Subject,Region,Relevance,Stimulus,Barycenter_Method
Onset,Original,-4.046047546286285e-16,1.9728488119124936,427,sub-CA114,CS_PFC,Irrelevant,False,euclidean
Offset,Original,-5.329070518200751e-17,2.860656141372691,415,sub-CA114,CS_PFC,Irrelevant,False,euclidean
Onset,Squared,0.4653912498636783,4.2514711969230525,327,sub-CA114,CS_PFC,Irrelevant,False,euclidean
Offset,Squared,0.5248383972401302,8.183353559173293,415,sub-CA114,CS_PFC,Irrelevant,False,euclidean
Onset,Original,-9.58274418857278e-17,1.8254608490587083,750,sub-CA114,CS_PFC_abs,Irrelevant,False,euclidean
Offset,Original,1.9761969838327787e-16,3.4622466547518096,415,sub-CA114,CS_PFC_abs,Irrelevant,False,euclidean
Onset,Squared,0.43203328188819373,3.33230731144614,750,sub-CA114,CS_PFC_abs,Irrelevant,False,euclidean
Offset,Squared,0.42623150040131763,11.987151898340096,415,sub-CA114,CS_PFC_abs,Irrelevant,False,euclidean
Onset,Original,-2.182736176286022e-16,2.0957884190521474,123,sub-CA114,CS_VIS,Irrelevant,False,euclidean
Offset,Original,2.877698079828406e-16,1.4448985446486,98,sub-CA114,CS_VIS,Irrelevant,False,euclidean
Onset,Squared,0.2578726515955208,4.392329097433099,123,sub-CA114,CS_VIS,Irrelevant,False,euclidean
Offset,Squared,0.17157698413887526,2.0877318043276425,98,sub-CA114,CS_VIS,Irrelevant,False,euclidean
Onset,Original,-3.194248062857593e-16,2.6156183385927863,214,sub-CA114,CS_VIS_abs,Irrelevant,False,euclidean
Offset,Original,4.050093593832571e-16,3.5555685313300884,132,sub-CA114,CS_VIS_abs,Irrelevant,False,euclidean
Onset,Squared,0.5804502526521601,6.841459293182887,214,sub-CA114,CS_VIS_abs,Irrelevant,False,euclidean
Offset,Squared,0.545537586269917,12.642067580984802,132,sub-CA114,CS_VIS_abs,Irrelevant,False,euclidean
Onset,Original,0.019899078020641173,2.5425166299105086,427,sub-CA114,CS_PFC,Irrelevant,False,dtw
Offset,Original,-0.004689633022030535,2.860656141372691,415,sub-CA114,CS_PFC,Irrelevant,False,dtw
Onset,Squared,0.5448727157085473,6.46439081337149,427,sub-CA114,CS_PFC,Irrelevant,False,dtw
Offset,Squared,0.629985714035268,8.183353559173293,415,sub-CA114,CS_PFC,Irrelevant,False,dtw
